Date,Open,High,Low,Close,Volume,Market Cap
May-20-2020,0.254640363,0.27037612,0.232756936,0.243025662,72844.26787,0
May-21-2020,0.244108036,0.253034426,0.224571068,0.224948893,68800.30495,0
May-22-2020,0.227569202,0.265449265,0.224804687,0.236512194,68186.82483,0
May-23-2020,0.258715282,0.265027314,0.230072663,0.26177444,73165.49264,0
May-24-2020,0.256681849,0.264515511,0.224643661,0.225018991,69771.19096,0
May-25-2020,0.225517046,0.259043412,0.224501876,0.232320331,69014.76843,0
May-26-2020,0.232423248,0.249673149,0.226071536,0.244904241,72974.29192,0
May-27-2020,0.249104215,0.249436609,0.234076676,0.23894132,67751.69015,0
May-28-2020,0.238926407,0.238947557,0.227312598,0.23014322,64329.99725,0
May-29-2020,0.233526654,0.249968118,0.200066466,0.229011333,66796.29908,0
May-30-2020,0.229906002,0.269427424,0.220340282,0.237067794,69901.63438,0
May-31-2020,0.246096109,0.246293793,0.235864313,0.240743112,69255.16652,0
Jun-01-2020,0.245770409,0.322173843,0.240686471,0.258170603,75109.77048,0
Jun-02-2020,0.258170603,0.279432087,0.252060404,0.25553109,58609.77279,0
Jun-03-2020,0.258280495,0.299962257,0.252060301,0.256712248,62835.14474,0
Jun-04-2020,0.252880721,0.300065554,0.252231872,0.263098678,70005.90563,0
Jun-05-2020,0.263723213,0.280023184,0.254579419,0.259373409,79459.84144,0
Jun-06-2020,0.261780486,0.292539512,0.25462994,0.258560313,80829.44013,0
Jun-07-2020,0.25816817,0.291331564,0.254484997,0.26046453,68560.3511,0
Jun-08-2020,0.254642591,0.280001075,0.254599416,0.279838777,73674.79354,0
Jun-09-2020,0.271776729,0.280153869,0.254594838,0.272072111,65179.26757,0
Jun-10-2020,0.271948413,0.315482061,0.254553639,0.27799972,79199.91346,0
Jun-11-2020,0.27590181,0.350094951,0.275806154,0.29182531,92552.84297,0
Jun-12-2020,0.285369626,0.329847788,0.28514673,0.327257003,89571.94659,0
Jun-13-2020,0.327510881,0.337964959,0.300077792,0.328303145,88771.75006,0
Jun-14-2020,0.328304308,0.335129065,0.30219073,0.329232134,87761.71538,0
Jun-15-2020,0.324658983,0.496351849,0.300154133,0.375448333,109460.1235,0
Jun-16-2020,0.374815743,0.388625399,0.313427647,0.334277767,104495.1073,0
Jun-17-2020,0.331106738,0.331106738,0.290099333,0.296600015,91111.24785,0
Jun-18-2020,0.296219457,0.439984379,0.295988038,0.421664594,101196.1797,0
Jun-19-2020,0.412611729,0.482414782,0.405866654,0.412135179,139717.4894,0
Jun-20-2020,0.412434016,0.4799419,0.345395486,0.345395486,137721.4376,0
Jun-21-2020,0.350181983,0.479804678,0.350181983,0.448953165,125341.7909,0
Jun-22-2020,0.44261844,0.501977424,0.396420825,0.45971399,114524.4146,0
Jun-23-2020,0.456252682,0.476859466,0.410786393,0.426861898,121819.484,0
Jun-24-2020,0.426554794,0.48839618,0.421302245,0.463909572,103881.1107,0
Jun-25-2020,0.557394329,0.640100743,0.450461217,0.53228712,134133.6181,0
Jun-26-2020,0.531487045,0.549611947,0.460359956,0.498691616,144345.2769,0
Jun-27-2020,0.498574791,0.5209965,0.410450722,0.462220224,127373.2375,0
Jun-28-2020,0.463409306,0.510749888,0.380466253,0.471678459,122172.5928,0
Jun-29-2020,0.470355551,0.560370917,0.459911695,0.559161441,147612.6739,0
Jun-30-2020,0.557387285,0.559881774,0.484634967,0.486450198,151801.3135,0
Jul-01-2020,0.485065046,0.767752419,0.440300849,0.441567689,190761.8819,0
Jul-02-2020,0.44163781,0.534829817,0.440180499,0.504136602,162539.2516,0
Jul-03-2020,0.504309262,0.529493372,0.460185894,0.526609069,136340.6858,0
Jul-04-2020,0.528738491,0.528738491,0.450124691,0.465822712,132194.3817,0
Jul-05-2020,0.464012235,0.504806753,0.429998175,0.495968015,149077.2025,0
Jul-06-2020,0.496654805,0.49853514,0.425971908,0.469920254,139660.3764,0
Jul-07-2020,0.469882574,0.494748134,0.452056883,0.468287221,134829.2686,0
Jul-08-2020,0.469838117,0.49497945,0.453285827,0.492421234,154584.7446,0
Jul-09-2020,0.491329392,0.515524328,0.453349053,0.505062273,171037.8576,0
Jul-10-2020,0.506201404,0.508662325,0.46104374,0.462736061,145351.2756,0
Jul-11-2020,0.464884585,0.493363424,0.446307847,0.451973919,148062.431,0
Jul-12-2020,0.451402612,0.500200406,0.426358878,0.429352718,148407.3758,0
Jul-13-2020,0.428602059,0.449404923,0.380042278,0.435592869,120460.6527,0
Jul-14-2020,0.431519096,0.44594982,0.375166478,0.445151376,114061.1016,0
Jul-15-2020,0.445151376,0.447693436,0.374231081,0.391937518,113273.3599,0
Jul-16-2020,0.39084895,0.449813418,0.390024527,0.425641854,131011.4679,0
Jul-17-2020,0.425594633,0.439508565,0.388044951,0.413799045,160075.4493,0
Jul-18-2020,0.40992084,0.419393173,0.341564694,0.368360077,146449.5948,0
Jul-19-2020,0.366939117,0.402526163,0.365540065,0.388455873,139075.8808,0
Jul-20-2020,0.388081534,0.434640256,0.369328122,0.387414597,161225.1343,0
Jul-21-2020,0.387414597,0.399169373,0.343432997,0.36441512,179871.737,0
Jul-22-2020,0.364618375,0.409784176,0.354887547,0.38857115,144344.0445,0
Jul-23-2020,0.387198111,0.402555136,0.349453014,0.373283229,118432.6186,0
Jul-24-2020,0.371910883,0.428767399,0.35210066,0.38738257,150582.9493,0
Jul-25-2020,0.388364459,0.410776626,0.365929281,0.382630256,177573.1529,0
Jul-26-2020,0.399784009,0.435579298,0.380871077,0.432366783,208357.7401,0
Jul-27-2020,0.430407614,0.445142164,0.393824268,0.406183874,191364.3727,0
Jul-28-2020,0.407360144,0.444488156,0.387174464,0.418477814,179163.8557,0
Jul-29-2020,0.418179519,0.443869545,0.410010725,0.415707524,153744.8862,0
Jul-30-2020,0.445648565,0.467273452,0.411097652,0.420107136,167921.717,0
Jul-31-2020,0.420606044,0.610271315,0.412478367,0.512537175,201269.4405,0
Aug-01-2020,0.499485176,0.691771642,0.443134608,0.443735409,210612.9717,0
Aug-02-2020,0.441946203,0.614359481,0.441695949,0.476604086,218744.2964,0
Aug-03-2020,0.476618457,0.610496943,0.45884078,0.496067712,198249.6301,0
Aug-04-2020,0.49623079,0.63698177,0.48139649,0.549596872,193506.6742,0
Aug-05-2020,0.518125148,0.724201887,0.51696647,0.545400747,246986.6404,0
Aug-06-2020,0.54529864,0.672654109,0.528949341,0.616706749,268697.1703,0
Aug-07-2020,0.601184018,0.667276764,0.55863106,0.61478178,302820.7409,0
Aug-08-2020,0.613334911,0.676981014,0.599542428,0.621595093,242356.9439,0
Aug-09-2020,0.602871372,0.66002195,0.59063935,0.617221126,238730.6097,0
Aug-10-2020,0.616143188,0.656530354,0.55744588,0.653688141,269609.3354,0
Aug-11-2020,0.652954568,0.676722979,0.63971528,0.670514459,242365.4378,0
Aug-12-2020,0.670563472,0.852086523,0.67021115,0.851035972,277905.0337,0
Aug-13-2020,0.852239266,1.560387405,0.843690808,1.196446625,484853.7282,0
Aug-14-2020,1.196425914,1.897847571,1.19405707,1.613469901,682980.9699,0
Aug-15-2020,1.612899979,1.933636637,1.58224179,1.772303504,761828.196,0
Aug-16-2020,1.772673771,1.792439193,1.607704973,1.607704973,617082.4153,0
Aug-17-2020,1.607117008,2.087981001,1.363306032,1.917507042,716627.8713,0
Aug-18-2020,1.917004847,1.992205147,1.626770285,1.664737785,973765.3989,0
Aug-19-2020,1.661744132,1.742715632,1.533094361,1.644554787,643559.0761,0
Aug-20-2020,1.642675147,1.979032904,1.514184658,1.525042411,612946.6257,0
Aug-21-2020,1.508041982,1.70604804,1.501212945,1.530284069,635799.4167,0
Aug-22-2020,1.533161838,1.634586082,1.389854894,1.50508593,425564.5929,0
Aug-23-2020,1.505902445,1.65534651,1.403317917,1.527500791,497039.6098,0
Aug-24-2020,1.526299426,1.688585629,1.458666864,1.504298634,609072.7874,0
Aug-25-2020,1.503457353,1.678435006,1.451413564,1.485585951,574359.2087,0
Aug-26-2020,1.486406459,1.927236232,1.449983335,1.927207601,595819.3534,0
Aug-27-2020,1.930140325,1.980352045,1.66861153,1.746760759,745863.7191,0
Aug-28-2020,1.745763972,1.887778726,1.642830867,1.646857789,617031.501,0
Aug-29-2020,1.64797731,1.892027736,1.500700017,1.537097378,511176.096,0
Aug-30-2020,1.537097378,1.87622568,1.504526785,1.639149735,239932.0612,0
Aug-31-2020,1.638282567,1.880995297,1.637652913,1.746551381,562206.7755,0
Sep-01-2020,1.744848323,1.792474245,1.644421845,1.658591568,621887.4369,0
Sep-02-2020,1.69228828,1.739551073,1.528234637,1.6649297,362116.5484,0
Sep-03-2020,1.665149865,1.731213441,1.603411539,1.658423084,1133840.824,0
Sep-04-2020,1.663044503,1.682576507,1.481615924,1.521620714,1297095.509,0
Sep-05-2020,1.521503131,1.598715737,1.264371437,1.387650675,587380.4509,0
Sep-06-2020,1.388538718,1.453906133,1.092727463,1.212252551,515002.1665,0
Sep-07-2020,1.212898374,1.41844979,1.17356265,1.263613987,412267.7392,0
Sep-08-2020,1.255387908,1.384654062,1.216887894,1.342554915,450877.1117,0
