Date,Open,High,Low,Close,Volume,Market Cap
Sep-09-2020,1.343638634,1.371268237,1.204192365,1.259215892,451383.2055,0
Sep-10-2020,1.259086147,1.422057817,1.202397502,1.307020484,485318.3937,0
Sep-11-2020,1.30804616,1.431016839,1.199405104,1.245081399,552389.3174,0
Sep-12-2020,1.246982089,1.348992626,1.209578525,1.283561283,463569.5259,0
Sep-13-2020,1.284890995,1.308235259,1.132775003,1.284188516,500014.0975,0
Sep-14-2020,1.282850804,1.451305,1.132786481,1.389159066,526322.9175,0
Sep-15-2020,1.38856928,1.38856928,1.180112043,1.30936182,547046.9486,0
Sep-16-2020,1.313474978,1.777142409,1.269545447,1.604276736,1356281.068,0
Sep-17-2020,1.604276736,1.783864777,1.305451859,1.733608473,410349429.4,0
Sep-18-2020,1.732673117,1.790237775,1.637838242,1.678387717,796422.7196,0
Sep-19-2020,1.67948375,1.81937154,1.673071101,1.7142293,850577.5126,0
Sep-20-2020,1.71308498,1.792316664,1.704717656,1.717924078,751076.2907,0
Sep-21-2020,1.717704237,1.83346827,1.706617344,1.733141324,775847.0425,0
Sep-22-2020,1.733994949,1.741803632,1.646169569,1.675368626,787602.2561,0
Sep-23-2020,1.676910288,1.82202156,1.650511282,1.806624829,725017.9589,0
Sep-24-2020,1.805450076,3.898770226,1.794475315,2.275413416,27054573.13,0
Sep-25-2020,2.291243514,2.312855338,1.875030912,1.886487575,35351889.51,0
Sep-26-2020,1.878879857,1.920323866,1.758203019,1.783669417,7993966.267,0
Sep-27-2020,1.782309509,1.790851635,1.52825783,1.531500719,4877563.883,0
Sep-28-2020,1.528613613,1.959461972,1.528613613,1.645677926,8110733.382,0
Sep-29-2020,1.654339893,1.714812969,1.504074427,1.642651615,8083023.156,0
Sep-30-2020,1.6444045,1.64678485,1.531995236,1.573838969,3777688.638,0
Oct-01-2020,1.568227848,1.707828806,1.475187311,1.54792463,3771285.331,0
Oct-02-2020,1.539157562,1.539157562,1.471632808,1.523956837,4069115.914,0
Oct-03-2020,1.525486793,1.592172581,1.460352435,1.46212832,3319270.069,0
Oct-04-2020,1.461061317,1.471563242,1.328006795,1.365916285,3011064.619,0
Oct-05-2020,1.368594571,1.389556586,1.215078031,1.248209288,3220904.838,0
Oct-06-2020,1.239153859,1.280397754,0.982783144,0.984675329,5554033.026,0
Oct-07-2020,0.984008227,1.220427552,0.981649437,1.194050049,11519626.36,0
Oct-08-2020,1.198203352,1.298602892,1.091506375,1.290832743,14646531.25,0
Oct-09-2020,1.304292582,1.332345932,1.266268213,1.278762728,10220102.85,0
Oct-10-2020,1.281063697,1.509610296,1.280256059,1.453130763,9308425.442,0
Oct-11-2020,1.462047288,1.46572225,1.350481046,1.366175766,10038930.12,0
Oct-12-2020,1.37258429,1.417504597,1.307410138,1.372529938,8245908.054,0
Oct-13-2020,1.357694354,1.367015583,1.295478025,1.336088525,7688636.913,0
Oct-14-2020,1.336747117,1.351864449,1.286787205,1.343719668,5854408.495,0
Oct-15-2020,1.340817518,1.36750609,1.318426942,1.325591212,6513052.604,0
Oct-16-2020,1.325434215,1.325434215,1.155073587,1.170910037,6977867.098,0
Oct-17-2020,1.169816399,1.210120813,1.149612723,1.180163427,5984633.8,0
Oct-18-2020,1.179554922,1.247256997,1.175909309,1.24466075,6346221.152,0
Oct-19-2020,1.245704939,1.24886963,1.160960088,1.160960088,6652499.426,0
Oct-20-2020,1.158325956,1.167939226,1.06899614,1.084653429,5355839.155,0
Oct-21-2020,1.086187066,1.145750804,1.08131325,1.104806708,5914440.568,0
Oct-22-2020,1.109816158,1.165270593,1.089918264,1.130123044,5666682.029,0
Oct-23-2020,1.131359593,1.137468901,1.037223351,1.052747673,5180909.86,0
Oct-24-2020,1.054878044,1.064251519,1.026607479,1.040508931,6715422.636,0
Oct-25-2020,1.038827293,1.060067289,0.998964074,1.045242706,6268660.694,0
Oct-26-2020,1.044915901,1.145561417,1.038070476,1.052578758,9637512.315,0
Oct-27-2020,1.050313957,1.117171753,1.042774663,1.075125016,9672559.198,0
Oct-28-2020,1.077700654,1.093528542,0.975055894,0.989256026,8155172.8,0
Oct-29-2020,0.986853002,0.992559828,0.878837956,0.882657668,5378466.887,0
Oct-30-2020,0.882019704,0.894243554,0.821968757,0.838928398,4966100.171,0
Oct-31-2020,0.836703622,0.846815873,0.812254583,0.835531343,4859606.081,0
Nov-01-2020,0.835429854,0.873379368,0.784589478,0.796043652,5322299.399,0
Nov-02-2020,0.799490001,0.832136429,0.775933324,0.77762061,7117817.243,0
Nov-03-2020,0.776542321,0.776542321,0.720895452,0.732844421,6041232.653,0
Nov-04-2020,0.733217822,0.772855671,0.688794804,0.769836703,3798137.237,0
Nov-05-2020,0.771057744,0.900298069,0.769528656,0.886173769,9045404.965,0
Nov-06-2020,0.882181208,1.059121242,0.879346275,1.055510619,10371935.32,0
Nov-07-2020,1.059541556,1.23697171,0.971540017,1.013073692,10868493.99,0
Nov-08-2020,1.012974531,1.250697349,0.982087789,1.195542086,10252300.26,0
Nov-09-2020,1.198747998,1.201003081,1.054439537,1.084091788,10733445.89,0
Nov-10-2020,1.082483888,1.167217405,1.072697538,1.147272301,6532875.36,0
Nov-11-2020,1.150097783,1.197768519,1.054195538,1.070122468,4773052.74,0
Nov-12-2020,1.071559092,1.084973192,0.997501956,1.049363212,4454141.684,0
Nov-13-2020,1.050899606,1.149699294,1.048683518,1.149003649,4680690.491,0
Nov-14-2020,1.148294752,1.219797114,1.055491549,1.158320514,4808647.218,0
Nov-15-2020,1.156038088,1.289823719,1.129740184,1.168744043,7498249.134,0
Nov-16-2020,1.166854442,1.309306864,1.148577848,1.264440608,8707272.718,0
Nov-17-2020,1.263878855,1.475529687,1.263878855,1.440213012,12297335.76,0
Nov-18-2020,1.431094104,1.506773332,1.289894984,1.474210889,12252379.89,0
Nov-19-2020,1.470224208,1.706645602,1.455930625,1.65612976,14582567.33,0
Nov-20-2020,1.651830361,1.81444329,1.588747139,1.712531637,15512541.7,0
Nov-21-2020,1.716939476,1.931593807,1.676086737,1.8290608,12469259.24,0
Nov-22-2020,1.824421015,1.837873327,1.530292214,1.65686938,10657417.55,0
Nov-23-2020,1.659710829,1.873869013,1.628154131,1.780704235,12722006.72,0
Nov-24-2020,1.776911489,1.799931124,1.570347638,1.640002847,13720347.74,0
Nov-25-2020,1.642366479,1.652987453,1.479204757,1.507915474,8748425.88,0
Nov-26-2020,1.503373159,1.515927372,1.150754341,1.368966308,11588441.18,0
Nov-27-2020,1.377545985,1.469059495,1.279513238,1.319387174,9174173.981,0
Nov-28-2020,1.32147474,1.404067308,1.287622088,1.363589515,6012845.147,0
Nov-29-2020,1.364122964,1.409628121,1.336369575,1.40027262,5272090.5,0
Nov-30-2020,1.402790841,1.521550947,1.36583658,1.427650358,6009841.189,0
Dec-01-2020,1.426462339,1.515705393,1.346209587,1.366428565,8609566.63,0
Dec-02-2020,1.359904041,1.447748045,1.336917867,1.445098224,6284523.059,0
Dec-03-2020,1.445806822,1.514023402,1.421133993,1.498566129,4485162.227,0
Dec-04-2020,1.495890671,1.605488011,1.487233507,1.557008504,8661125.316,0
Dec-05-2020,1.543035195,1.637525475,1.510344052,1.578370761,10346198.26,0
Dec-06-2020,1.57857786,1.596571133,1.487378909,1.50239318,6196163.068,0
Dec-07-2020,1.504103756,1.506197685,1.393320752,1.422216831,5864432.214,0
Dec-08-2020,1.41816602,1.4353857,1.31080841,1.32661182,6332574.879,0
Dec-09-2020,1.327676308,1.399051906,1.295536062,1.374553622,5767232.162,0
Dec-10-2020,1.365532703,1.371013614,1.260849935,1.262385349,4515615.331,0
Dec-11-2020,1.26172962,1.26172962,1.163195422,1.163195422,4178873.184,0
Dec-12-2020,1.15887198,1.230075321,1.15887198,1.191018524,3890995.624,0
Dec-13-2020,1.192399561,1.262232849,1.171082231,1.257035563,3530084.02,0
Dec-14-2020,1.258564976,1.292615231,1.228602315,1.258975598,4131185.949,0
Dec-15-2020,1.258890874,1.331657024,1.258890874,1.300886296,3852798.096,0
Dec-16-2020,1.301613319,1.312877743,1.237203002,1.309843953,3992328.358,0
Dec-17-2020,1.31238011,1.32918495,1.265943247,1.291630355,5120764.853,0
Dec-18-2020,1.290628679,1.473051319,1.271518703,1.473051319,8318016.286,0
Dec-19-2020,1.472491378,1.515873917,1.407208076,1.444680141,7968432.949,0
Dec-20-2020,1.445502924,1.47281677,1.399201398,1.430189683,5197919.949,0
Dec-21-2020,1.424983891,1.435965663,1.352539371,1.426452097,5498386.495,0
Dec-22-2020,1.420935607,1.771968069,1.417211552,1.570036693,29060022.85,0
Dec-23-2020,1.571500812,1.575831308,1.132504914,1.233920718,22759206.76,0
Dec-24-2020,1.233069321,1.420551609,1.210529315,1.381923262,11441809.93,0
Dec-25-2020,1.379957915,1.396562599,1.252337215,1.275163327,6733895.057,0
Dec-26-2020,1.275557353,1.426569929,1.264077464,1.426569929,6089626.557,0
Dec-27-2020,1.450371923,1.609658601,1.305559579,1.343061695,12165451.63,0
Dec-28-2020,1.341895722,1.474650392,1.328108678,1.43516838,10945199.78,0
Dec-29-2020,1.431662851,1.456780625,1.235325149,1.281663816,7834986.95,0
Dec-30-2020,1.281751243,1.329667234,1.239097057,1.267545678,5385054.415,0
Dec-31-2020,1.265789363,1.343893116,1.237726679,1.296849389,5170880.887,0
Jan-01-2021,1.296461427,1.424896467,1.286607762,1.362247298,6372603.484,0
Jan-02-2021,1.36218521,1.398537559,1.274616039,1.284064106,5436344.619,0
Jan-03-2021,1.284514803,1.348635265,1.249881718,1.314895711,5862441.802,0
Jan-04-2021,1.315838077,1.460254168,1.303614462,1.359169383,9945330.354,0
Jan-05-2021,1.365943603,1.494547519,1.327332193,1.487277932,8250083.218,0
Jan-06-2021,1.485597145,1.628695621,1.367685147,1.504035093,9116634.857,0
Jan-07-2021,1.5102328,1.519608844,1.36806712,1.401615558,13166003.64,0
Jan-08-2021,1.403386005,1.445506169,1.283750451,1.432030642,12153649.32,0
Jan-09-2021,1.430617897,1.618764615,1.422151468,1.559340406,10232468.14,0
Jan-10-2021,1.540389226,1.620525229,1.343982811,1.45993244,13458736.03,0
Jan-11-2021,1.458286205,1.458286205,1.193991745,1.271302031,14582600.27,0
Jan-12-2021,1.26973343,1.381823008,1.252816137,1.324169355,9673820.963,0
Jan-13-2021,1.322782347,1.419349696,1.263248323,1.409284234,6946245.045,0
Jan-14-2021,1.414210012,1.441260311,1.344220083,1.432346672,6707009.972,0
Jan-15-2021,1.436001428,1.589380265,1.413575493,1.558107121,9801999.612,0
Jan-16-2021,1.564387588,1.767208777,1.527944365,1.543367805,18228128.79,0
Jan-17-2021,1.538115839,1.773921998,1.411434944,1.72557922,16725108.7,0
Jan-18-2021,1.728840728,1.837463068,1.650744649,1.721842253,21207896.37,0
Jan-19-2021,1.726835287,1.978576992,1.683841127,1.860902658,14326282.15,0
Jan-20-2021,1.836196383,1.910781173,1.625974545,1.7589567,15310643.99,0
Jan-21-2021,1.755651098,1.758469056,1.461546903,1.468469974,12250144.26,0
Jan-22-2021,1.469910171,1.685545551,1.40436776,1.615741475,12302012.4,0
Jan-23-2021,1.617986588,1.833180922,1.608535705,1.822301607,13517633.81,0
Jan-24-2021,1.82590853,1.83499968,1.681211311,1.778384155,11518387.63,0
Jan-25-2021,1.777847174,2.185288054,1.777175741,2.10587657,18117908.55,0
Jan-26-2021,2.102852117,2.261587631,1.879275598,2.040473429,29189807.57,0
Jan-27-2021,2.039132095,2.14993793,1.844826979,2.0816506,16669024.45,0
Jan-28-2021,2.082061551,2.5691914,2.043031281,2.508700366,23215992.03,0
Jan-29-2021,2.492879101,2.506673471,2.112050499,2.31199456,22592678.5,0
Jan-30-2021,2.312619648,2.378338353,2.175458688,2.357417233,13857808.63,0
Jan-31-2021,2.343639416,2.567661341,2.240132496,2.266975404,16266547.1,0
Feb-01-2021,2.271014156,2.558097361,2.181554124,2.379339787,20323253.37,0
Feb-02-2021,2.379398869,2.482452041,2.311820851,2.364511371,12356932.8,0
Feb-03-2021,2.36506543,2.722909577,2.347646329,2.651166212,11646800.49,0
Feb-04-2021,2.643577354,2.930454189,2.490151302,2.835261149,14185455.6,0
Feb-05-2021,2.812229338,3.162390604,2.805775982,3.141822323,18820802.28,0
Feb-06-2021,3.157748423,3.957923885,2.800811685,3.686965052,32968538.35,0
Feb-07-2021,3.691792569,3.873819701,3.160807737,3.421530626,51073880.21,0
Feb-08-2021,3.431395446,3.90433282,3.22780709,3.749229895,25132764.07,0
Feb-09-2021,3.746567226,4.119638556,3.620220497,3.995901402,26664481.26,0
Feb-10-2021,3.979494783,4.191128956,3.491656225,3.699275677,30907723.59,0
Feb-11-2021,3.711196208,4.310557212,3.605242561,4.069913895,29638871.04,0
Feb-12-2021,4.08938534,4.842086276,3.890448759,4.616370378,33799242.98,0
Feb-13-2021,4.616937317,4.814591773,4.197437158,4.416043855,36171867.85,0
Feb-14-2021,4.415589975,5.16839285,4.177875425,4.626183109,39474324.29,0
Feb-15-2021,4.617438506,4.942051858,3.737709435,3.943326224,56146905.53,0
Feb-16-2021,3.978118632,4.682625178,3.823636949,4.175638365,43916524.38,0
Feb-17-2021,4.172392467,4.262404467,3.845731276,4.110767944,33841605.52,0
Feb-18-2021,4.105216458,4.295777823,3.971092012,4.229672239,26904660.22,0
Feb-19-2021,4.214597923,4.68516741,4.053010905,4.579452225,38156611.92,0
Feb-20-2021,4.587956922,4.613063777,3.902315386,4.145397232,33973294.13,0
Feb-21-2021,4.136049146,4.346972361,4.036056859,4.203189508,21237518.87,0
Feb-22-2021,4.206822454,4.206822454,2.941662216,3.637258176,18302359.82,0
Feb-23-2021,3.636003208,3.636003208,2.604061718,3.235937992,31157478.04,0
Feb-24-2021,3.264776086,3.638872875,3.078850094,3.621499664,27675857.81,0
Feb-25-2021,3.622499365,4.243389084,3.608202725,3.700371372,24547831.95,0
Feb-26-2021,3.652060055,4.154767434,3.437899498,3.94626444,29502803.96,0
Feb-27-2021,3.950133466,4.127043859,3.788625519,3.901609986,19424295.4,0
Feb-28-2021,3.861584665,4.333317269,3.685940064,4.187545432,21828598.11,0
Mar-01-2021,4.200573869,4.41654036,4.101149322,4.204551435,34162049.02,0
Mar-02-2021,4.219873001,4.27703554,3.924294045,4.058790155,18673660.19,0
Mar-03-2021,4.067333492,4.308917439,4.021311747,4.199957441,16953615.77,0
Mar-04-2021,4.188324143,4.445251894,4.054239746,4.249231981,18817644.79,0
Mar-05-2021,4.25304609,4.25304609,3.896979349,4.012012504,22218201.52,0
Mar-06-2021,4.012012504,4.109302995,3.901691809,4.071228871,11906506.53,0
Mar-07-2021,4.080011831,4.370676406,4.080011831,4.311757666,19475248.91,0
Mar-08-2021,4.301693147,4.645263635,4.239500823,4.57237122,17648606.12,0
Mar-09-2021,4.57237122,4.874235119,4.520378008,4.791696024,25344722.61,0
Mar-10-2021,4.791696024,6.559755342,4.438490765,6.559755342,45566333.73,0
Mar-11-2021,6.530411294,7.896826581,6.374117535,6.374117535,234351101,0
Mar-12-2021,6.360207267,6.508513113,5.849444575,5.984494609,120254732.9,0
Mar-13-2021,5.984494609,7.202001742,5.673750515,6.997273356,54179435.21,0
Mar-14-2021,6.982463131,7.61833112,6.544416586,6.544416586,99398131.77,0
Mar-15-2021,6.509412244,6.809155907,6.1244904,6.421537567,57759053.27,0
Mar-16-2021,6.451814874,7.827774125,6.451814874,7.08,54721311.62,0
Mar-17-2021,7.097363207,7.7,6.67,7.67,64065875.3,0
Mar-18-2021,7.633633216,8.064056109,7.1,7.4,53948513.19,0
Mar-19-2021,7.49,9.27,7.16,8.95,79138587.33,0
Mar-20-2021,8.94,9.68,8.33,8.35,120359389.3,0
Mar-21-2021,8.33,9.76,8.27,9.57,57846481.53,0
Mar-22-2021,9.57,9.98,8.82,8.89,62807701.87,0
Mar-23-2021,8.87,9.23,7.94,8.087456748,51658226.53,0
Mar-24-2021,8.04,8.62,6.87,7.09,43844234.35,0
Mar-25-2021,7.06,7.35,6.58,7.09,43746108.1,0
Mar-26-2021,7.09,8.698180054,7.09,8.32,49672775.87,0
Mar-27-2021,8.3,11.74,8.05,10.64,78309451.39,0
Mar-28-2021,10.56,11.86,9.86,10.18,152613851.1,0
Mar-29-2021,10.2,10.72542237,9.84,10.31,65193596.66,0
Mar-30-2021,10.32,10.48,9.95,10.07,50637164.7,0
Mar-31-2021,10.07,10.79,9.16,10.48,43723140.12,0
Apr-01-2021,10.52,13.22,10.34,12.80643988,72661978.73,0
Apr-02-2021,12.9,14.94936828,12.67,13.35,233591093.2,0
Apr-03-2021,13.38,17.07,13.26,15.31,203335815.4,0
Apr-04-2021,15.31,18.48,15.20857836,16.66,255817006,0
Apr-05-2021,16.63,16.88,15.41,15.6,108931142.4,0
Apr-06-2021,15.59,20.5460011,15.08829114,18.71,217680463.1,0
Apr-07-2021,18.68,21.15,16.73,16.74,377955868,0
Apr-08-2021,16.6,18.16,16.52,16.93,136208686.2,0
Apr-09-2021,16.93,17.85,16.21,16.24,70742902.78,0
Apr-10-2021,16.2,19.46,15.48823337,17.25201997,141112475.5,0
Apr-11-2021,17.26533183,17.46,16.20839791,17.15,162710499.8,0
Apr-12-2021,17.11,18.04,16.05,16.3,74802849.84,0
Apr-13-2021,16.31,16.53,15.61,16.18,54906767.67,0
Apr-14-2021,16.14,16.28,14.25,15.31931947,61363920.63,0
Apr-15-2021,15.31,15.97,14.79,15.39,71791766.97,0
Apr-16-2021,15.36,15.68,14.04,14.94,61024674.32,0
Apr-17-2021,14.82,15.47,14.56,15.47,51982324.63,0
Apr-18-2021,15.41,16.81802589,9.83559913,15.90306197,97834855.5,0
Apr-19-2021,16.02338087,16.02338087,12.65044111,12.85,143326228.4,0
Apr-20-2021,12.89,13.84,11.42,13.02,100867070.6,0
Apr-21-2021,13.02,13.26,11.79,12.64,75195177.39,0
Apr-22-2021,12.61,13.9,11.86014674,12.17,83523504.63,0
Apr-23-2021,12.12,14.5490799,11.1,14.15042402,103113726.6,0
Apr-24-2021,14.17489825,14.19028857,12.51,12.92,109886336.7,0
Apr-25-2021,12.9,13.8,12.63,13.44,38988505.32,0
Apr-26-2021,13.47,15.17,13.36,15.1,51865057.26,0
Apr-27-2021,15.1,17.94,15.08,17.85,63032241.17,0
Apr-28-2021,17.8,18.78,16.96,17.24,88799057.38,0
Apr-29-2021,17.24,17.46,15.98,16.56,56923849.23,0
Apr-30-2021,16.53,17.58,16.27,17,41685564.25,0
May-01-2021,17,17.37,16.4,17.05,35594911.4,0
May-02-2021,17.08,19.63547431,16.53,18.52,73150952.89,0
May-03-2021,18.49,19.44397355,18.11,18.29,102670242,0
