close,high,low,open,timestamp,volume
15.70487702,17.36314556,14.75825141,16.17384155,2021-05-30T00:00:00Z,60610141.26
16.2334275,16.82095082,15.07595437,15.6877156,2021-05-31T00:00:00Z,45249410.54
15.251917,16.68898697,15.07210338,16.20523442,2021-06-01T00:00:00Z,33654396.08
15.59067529,16.32339649,14.75842982,15.27767382,2021-06-02T00:00:00Z,47282771.02
15.66625766,16.16387568,15.09994933,15.5882323,2021-06-03T00:00:00Z,40294385.55
14.86685991,15.64147319,14.12228806,15.64147319,2021-06-04T00:00:00Z,33403459.93
14.13595609,15.06482013,13.74583594,14.86786686,2021-06-05T00:00:00Z,23991541.95
14.65635808,14.92260767,13.95000664,14.13725769,2021-06-06T00:00:00Z,14014524.5
12.87593161,14.67385644,12.68006886,14.67385644,2021-06-07T00:00:00Z,23789201.29
13.9116294,14.75073984,11.45167987,12.85608989,2021-06-08T00:00:00Z,55879604.35
13.87434039,15.48812218,13.22386521,13.89239789,2021-06-09T00:00:00Z,52062170.24
13.16549791,14.32078846,12.85399009,13.88271257,2021-06-10T00:00:00Z,22572332.42
13.50418147,14.07111781,12.7648088,13.17496816,2021-06-11T00:00:00Z,23860756.57
12.37713736,13.50545868,12.10189386,13.48923375,2021-06-12T00:00:00Z,27118746.16
13.30879429,13.48175273,12.35808644,12.39609629,2021-06-13T00:00:00Z,15945842.68
13.36818999,13.90215307,13.12172047,13.31993308,2021-06-14T00:00:00Z,21600739.92
13.45009243,14.06137526,13.19730954,13.3815212,2021-06-15T00:00:00Z,18193275.33
13.23480729,13.69838593,12.80369468,13.43232039,2021-06-16T00:00:00Z,17239712.73
14.06367317,14.3005797,13.04548249,13.20128461,2021-06-17T00:00:00Z,37305347.6
12.822768,14.08911758,12.54350851,14.03115745,2021-06-18T00:00:00Z,34456906.97
12.58439936,13.01543884,12.5599975,12.78637272,2021-06-19T00:00:00Z,8838699.88
12.60520542,13.36966447,12.21799112,12.58728471,2021-06-20T00:00:00Z,20094027.31
10.57749687,13.2523083,10.41761442,12.62082335,2021-06-21T00:00:00Z,29779261.45
10.14021672,11.76152142,8.99565123,10.62389424,2021-06-22T00:00:00Z,38740764.37
12.01904231,12.73069867,9.72839171,10.1416743,2021-06-23T00:00:00Z,45664605.94
12.40825635,12.58423068,11.39697596,12.07210705,2021-06-24T00:00:00Z,27333104.86
11.45947854,12.45581731,10.8809799,12.40809083,2021-06-25T00:00:00Z,31515494.43
11.11205268,11.67607153,10.45114114,11.45194619,2021-06-26T00:00:00Z,27737148.8
11.56261303,12.03418234,10.64473821,11.1057451,2021-06-27T00:00:00Z,20673500.26
12.17735877,12.56738279,11.26319714,11.59089566,2021-06-28T00:00:00Z,28054721.57
12.81332663,13.43314593,12.15865983,12.21458806,2021-06-29T00:00:00Z,27737790.32
12.75808005,13.03390512,12.10196528,12.78911189,2021-06-30T00:00:00Z,28695683.49
12.87977946,13.44532342,12.24828018,12.75657723,2021-07-01T00:00:00Z,26150721.26
12.80254347,13.02673471,11.91732262,12.86397428,2021-07-02T00:00:00Z,22537275.95
13.34477942,13.53891347,12.35414674,12.81278429,2021-07-03T00:00:00Z,21460500.35
13.421395,13.94793624,12.80863703,13.3475564,2021-07-04T00:00:00Z,20523392.43
12.87678035,13.68359998,12.26376672,13.4109526,2021-07-05T00:00:00Z,30387728.07
13.11107786,13.55485062,12.80615139,12.88461854,2021-07-06T00:00:00Z,24637186.89
12.75300963,13.18766979,12.49810309,13.0700321,2021-07-07T00:00:00Z,20335807.31
12.16019402,12.94372957,11.92117578,12.7055693,2021-07-08T00:00:00Z,21487186.4
12.51615919,12.69748921,11.69806697,12.14748275,2021-07-09T00:00:00Z,14267559.7
12.85710912,13.3679752,12.35896786,12.52847791,2021-07-10T00:00:00Z,25255626.88
12.81681796,13.04408053,12.53769447,12.87371394,2021-07-11T00:00:00Z,14236134.8
12.57438243,12.93560798,12.14369235,12.82283555,2021-07-12T00:00:00Z,13233201.53
12.04185153,12.58881628,11.90237273,12.58832736,2021-07-13T00:00:00Z,12272505.37
11.70187581,12.05471415,11.0403497,12.03433659,2021-07-14T00:00:00Z,16289192.17
11.05839949,12.22395545,10.93927476,11.73659798,2021-07-15T00:00:00Z,20589836.57
10.40407009,11.31492727,10.32873415,11.05444517,2021-07-16T00:00:00Z,18679789.49
10.72036393,11.0983535,10.22524614,10.39522792,2021-07-17T00:00:00Z,15814302.24
11.00586834,11.99519293,10.71947533,10.73332071,2021-07-18T00:00:00Z,24105295.92
9.95686272,11.06771973,9.91660304,10.99169203,2021-07-19T00:00:00Z,25662604.72
9.72121879,10.17506852,9.32899558,9.96037856,2021-07-20T00:00:00Z,20470381.34
10.79339623,11.1921696,9.56597287,9.71588483,2021-07-21T00:00:00Z,18623134.06
11.0170714,11.48551738,10.68916638,10.80117649,2021-07-22T00:00:00Z,18864071.65
11.1585219,12.05929214,10.86894684,11.01488244,2021-07-23T00:00:00Z,33035854.29
11.28805018,11.7675943,10.9697898,11.15776087,2021-07-24T00:00:00Z,23022553.65
11.97959401,12.67987203,11.25903386,11.30551695,2021-07-25T00:00:00Z,29007081.68
11.36226131,12.77930059,11.24118756,11.98295176,2021-07-26T00:00:00Z,36742065.85
11.52880349,12.09317396,11.02313465,11.35864975,2021-07-27T00:00:00Z,25966815.19
12.85044903,13.02754989,11.20205666,11.54247596,2021-07-28T00:00:00Z,38094615.17
12.36001362,13.17990836,12.09762887,12.88545581,2021-07-29T00:00:00Z,25694639.01
14.24426026,14.55933926,11.96699516,12.3858073,2021-07-30T00:00:00Z,51793899.35
13.79198408,15.11178601,13.55528966,14.22501228,2021-07-31T00:00:00Z,45085419.67
13.10498747,14.38253206,13.00311924,13.80817666,2021-08-01T00:00:00Z,27430995.27
13.50909567,13.56148243,12.8944547,13.11313644,2021-08-02T00:00:00Z,25026651.48
13.14992674,13.75798205,12.7284761,13.50908166,2021-08-03T00:00:00Z,27594100.3
13.26260364,13.64450426,12.90569058,13.15882106,2021-08-04T00:00:00Z,20021664.84
13.21403456,13.86068993,12.76663336,13.2665574,2021-08-05T00:00:00Z,29777834.05
13.77715766,14.16662325,13.20423577,13.20423577,2021-08-06T00:00:00Z,24898424.71
13.79686992,14.4097702,13.32819258,13.78723856,2021-08-07T00:00:00Z,22617375.87
14.33255047,14.96275571,13.49997795,13.79807767,2021-08-08T00:00:00Z,38110684.24
14.47265229,15.7751463,13.89616662,14.35977482,2021-08-09T00:00:00Z,35307807.55
18.42586377,18.57319385,14.04419728,14.47545971,2021-08-10T00:00:00Z,134330831.2
16.46210186,19.81241909,15.96820357,18.43218808,2021-08-11T00:00:00Z,109236180.8
15.96233027,17.01801563,15.21373741,16.45719534,2021-08-12T00:00:00Z,45892330.07
17.03689721,17.37130949,15.94588006,15.94588006,2021-08-13T00:00:00Z,29536067.12
16.56422033,17.33318168,16.02299017,17.05596227,2021-08-14T00:00:00Z,32594128.62
18.03582527,18.69420802,16.38512142,16.56543096,2021-08-15T00:00:00Z,59402265.08
17.97354048,19.42129746,17.83551301,18.04193738,2021-08-16T00:00:00Z,49715803.53
20.03047382,23.60622173,17.33721529,17.96668659,2021-08-17T00:00:00Z,165253146.6
19.6261033,21.13944003,18.34654838,20.00288846,2021-08-18T00:00:00Z,98868930.6
21.1647629,22.50578414,19.30787223,19.61909037,2021-08-19T00:00:00Z,87436455.9
24.24952244,25.51562447,20.56203771,21.13354754,2021-08-20T00:00:00Z,145089451.9
23.0205871,24.4236786,22.53370541,24.27512009,2021-08-21T00:00:00Z,57541906.44
23.69308785,25.2352695,22.37888698,23.00369446,2021-08-22T00:00:00Z,70189771.01
26.38169328,26.73815278,23.26404165,23.67684405,2021-08-23T00:00:00Z,100969477.7
22.68353568,26.41351139,21.97582474,26.41351139,2021-08-24T00:00:00Z,65525410.96
23.29531014,23.75476526,21.18585795,22.72089855,2021-08-25T00:00:00Z,49568881.96
20.6323979,23.44041084,19.81753514,23.29682902,2021-08-26T00:00:00Z,47035225.63
22.77669024,23.14079588,19.58398572,20.61589052,2021-08-27T00:00:00Z,52394019.51
23.61733547,24.63850531,21.9417377,22.79915225,2021-08-28T00:00:00Z,56235035.89
22.67050785,23.80195961,22.15115263,23.59465437,2021-08-29T00:00:00Z,26001664.81
20.67470833,22.72167239,20.51415939,22.65674425,2021-08-30T00:00:00Z,35231584.63
24.83480832,25.18875344,20.40749922,20.6931233,2021-08-31T00:00:00Z,68177438.65
23.31084756,25.16346553,22.56372445,24.83465655,2021-09-01T00:00:00Z,52596967.01
22.68849004,23.69330671,22.36562454,23.32885584,2021-09-02T00:00:00Z,25668725.94
22.92811757,23.82156959,22.43900149,22.71242417,2021-09-03T00:00:00Z,27778431.4
23.07174882,24.1776964,22.84612366,22.95570273,2021-09-04T00:00:00Z,20904593.95
23.79856969,24.27464572,22.75792226,23.07384873,2021-09-05T00:00:00Z,30498095.63
24.04147735,25.29636758,23.10665628,23.80855931,2021-09-06T00:00:00Z,34828411.16
